ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
31,Stuttgart,Mercedes Cup,09/06/2021,ATP250,Outdoor,Grass,1st Round,3,Rodionov J.,Koepfer D.,142,59,530,1134,2,6,6,3,6,2,,,,,2,1,Completed,4.5,1.2,4.63,1.23,4.85,1.24,4.45,1.2
31,Stuttgart,Mercedes Cup,09/06/2021,ATP250,Outdoor,Grass,1st Round,3,Lopez F.,Popyrin A.,62,63,1072,1052,6,4,6,4,,,,,,,2,0,Completed,2.2,1.66,2.17,1.76,2.3,1.8,2.17,1.67
31,Stuttgart,Mercedes Cup,10/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Querrey S.,Duckworth J.,67,101,1023,794,6,4,7,6,,,,,,,2,0,Completed,1.5,2.62,1.52,2.73,1.56,2.79,1.48,2.62
31,Stuttgart,Mercedes Cup,10/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Stricker D.,Hurkacz H.,335,20,142,2498,7,6,7,6,,,,,,,2,0,Completed,2.75,1.44,3,1.45,3,1.53,2.71,1.45
31,Stuttgart,Mercedes Cup,10/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Cilic M.,Basilashvili N.,47,31,1388,1785,6,3,6,2,,,,,,,2,0,Completed,1.36,3.2,1.37,3.4,1.4,3.64,1.35,3.19
31,Stuttgart,Mercedes Cup,10/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Humbert U.,Hanfmann Y.,32,96,1780,822,7,6,6,2,,,,,,,2,0,Completed,1.36,3.2,1.36,3.44,1.39,3.5,1.33,3.24
31,Stuttgart,Mercedes Cup,10/06/2021,ATP250,Outdoor,Grass,2nd Round,3,De Minaur A.,Thompson J.,22,64,2350,1042,6,7,6,3,6,4,,,,,2,1,Completed,1.33,3.4,1.38,3.36,1.38,3.65,1.33,3.32
31,Stuttgart,Mercedes Cup,10/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Auger-Aliassime F.,Harris L.,21,54,2423,1198,6,3,7,6,,,,,,,2,0,Completed,1.61,2.3,1.57,2.57,1.67,2.57,1.59,2.35
31,Stuttgart,Mercedes Cup,10/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Rodionov J.,Gojowczyk P.,142,134,530,566,5,3,,,,,,,,,0,0,Retired,3.4,1.33,3.18,1.41,3.6,1.41,3.21,1.34
31,Stuttgart,Mercedes Cup,11/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Shapovalov D.,Lopez F.,14,62,2780,1072,6,2,6,7,6,3,,,,,2,1,Completed,1.72,2.1,1.68,2.33,1.75,2.47,1.66,2.2
31,Stuttgart,Mercedes Cup,11/06/2021,ATP250,Outdoor,Grass,Quarterfinals,3,Querrey S.,Stricker D.,67,335,1023,142,6,7,7,6,6,3,,,,,2,1,Completed,1.57,2.37,1.55,2.63,1.63,2.63,1.59,2.35
31,Stuttgart,Mercedes Cup,11/06/2021,ATP250,Outdoor,Grass,Quarterfinals,3,Auger-Aliassime F.,Humbert U.,21,32,2423,1780,7,6,7,6,,,,,,,2,0,Completed,1.8,2,1.78,2.16,2.01,2.2,1.78,2.02
31,Stuttgart,Mercedes Cup,11/06/2021,ATP250,Outdoor,Grass,Quarterfinals,3,Cilic M.,Shapovalov D.,47,14,1388,2780,7,5,7,6,,,,,,,2,0,Completed,2.37,1.57,2.61,1.55,2.61,1.67,2.43,1.55
31,Stuttgart,Mercedes Cup,11/06/2021,ATP250,Outdoor,Grass,Quarterfinals,3,Rodionov J.,De Minaur A.,142,22,530,2350,3,6,6,3,7,6,,,,,2,1,Completed,4.5,1.2,6.24,1.16,6.24,1.22,4.91,1.17
31,Stuttgart,Mercedes Cup,12/06/2021,ATP250,Outdoor,Grass,Semifinals,3,Auger-Aliassime F.,Querrey S.,21,67,2423,1023,6,4,7,5,,,,,,,2,0,Completed,1.5,2.62,1.47,2.91,1.51,2.95,1.46,2.7
31,Stuttgart,Mercedes Cup,12/06/2021,ATP250,Outdoor,Grass,Semifinals,3,Cilic M.,Rodionov J.,47,142,1388,530,6,3,1,0,,,,,,,1,0,Retired,1.22,4.33,1.2,5.22,1.22,5.89,1.18,4.79
31,Stuttgart,Mercedes Cup,13/06/2021,ATP250,Outdoor,Grass,The Final,3,Cilic M.,Auger-Aliassime F.,47,21,1388,2423,7,6,6,3,,,,,,,2,0,Completed,1.8,2,1.81,2.11,1.83,2.32,1.77,2.05
32,Halle,Halle Open,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Moutet C.,Goffin D.,94,13,838,2830,1,6,7,5,,,,,,,1,1,Retired,3.2,1.36,3.11,1.41,3.55,1.47,3.04,1.37
32,Halle,Halle Open,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Thompson J.,Altmaier D.,81,166,897,429,6,2,7,6,,,,,,,2,0,Completed,1.36,3.2,1.37,3.35,1.38,3.64,1.34,3.22
32,Halle,Halle Open,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Giron M.,Pospisil V.,75,66,945,1033,7,6,7,6,,,,,,,2,0,Completed,2,1.8,2.08,1.82,2.15,1.92,2.01,1.79
32,Halle,Halle Open,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Federer R.,Ivashka I.,8,90,5065,855,7,6,7,5,,,,,,,2,0,Completed,1.14,5.5,1.17,5.7,1.18,6.55,1.14,5.69
32,Halle,Halle Open,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Korda S.,Bautista Agut R.,52,10,1187,3170,6,3,7,6,,,,,,,2,0,Completed,2.75,1.44,2.82,1.48,3.05,1.54,2.78,1.43
32,Halle,Halle Open,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Harris L.,Monfils G.,51,16,1198,2568,6,4,6,4,,,,,,,2,0,Completed,1.66,2.2,1.58,2.51,1.78,2.55,1.6,2.33
32,Halle,Halle Open,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Nishikori K.,Berankis R.,57,84,1138,884,6,3,2,6,6,2,,,,,2,1,Completed,1.36,3.2,1.41,3.1,1.41,3.4,1.37,3.08
32,Halle,Halle Open,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Lacko L.,Pella G.,214,62,319,1114,6,7,7,5,6,1,,,,,2,1,Completed,1.9,1.9,1.89,1.99,2.05,2,1.89,1.9
32,Halle,Halle Open,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Struff J.L.,Medvedev D.,45,2,1455,10143,7,6,6,3,,,,,,,2,0,Completed,3.75,1.28,4.59,1.23,4.62,1.28,3.96,1.24
32,Halle,Halle Open,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Kohlschreiber P.,Rodionov J.,128,135,617,579,6,4,6,3,,,,,,,2,0,Completed,1.4,3,1.49,2.8,1.52,3.17,1.41,2.87
32,Halle,Halle Open,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Basilashvili N.,Simon G.,30,71,1820,973,6,1,3,6,6,4,,,,,2,1,Completed,1.53,2.5,1.65,2.35,1.65,2.81,1.58,2.37
32,Halle,Halle Open,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Rublev A.,Khachanov K.,7,27,5910,2010,6,3,7,6,,,,,,,2,0,Completed,1.53,2.5,1.55,2.62,1.57,2.66,1.53,2.5
32,Halle,Halle Open,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Auger-Aliassime F.,Hurkacz H.,21,17,2423,2533,6,3,7,5,,,,,,,2,0,Completed,1.57,2.37,1.63,2.41,1.67,2.75,1.55,2.45
32,Halle,Halle Open,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Zverev A.,Koepfer D.,6,53,7350,1170,6,4,3,6,6,3,,,,,2,1,Completed,1.2,4.5,1.21,4.93,1.23,4.98,1.21,4.33
32,Halle,Halle Open,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Humbert U.,Querrey S.,31,63,1815,1113,4,6,7,6,7,6,,,,,2,1,Completed,1.57,2.37,1.68,2.32,1.68,2.57,1.57,2.36
32,Halle,Halle Open,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Rinderknech A.,Hanfmann Y.,119,99,677,793,7,5,6,3,,,,,,,2,0,Completed,1.8,2,1.76,2.17,1.83,2.19,1.77,2.05
32,Halle,Halle Open,16/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Kohlschreiber P.,Moutet C.,128,94,617,838,6,4,7,6,,,,,,,2,0,Completed,1.5,2.62,1.5,2.8,1.58,2.86,1.47,2.66
32,Halle,Halle Open,16/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Rublev A.,Thompson J.,7,81,5910,897,6,4,6,4,,,,,,,2,0,Completed,1.22,4.33,1.25,4.46,1.27,4.84,1.22,4.25
32,Halle,Halle Open,16/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Auger-Aliassime F.,Federer R.,21,8,2423,5065,4,6,6,3,6,2,,,,,2,1,Completed,2.62,1.5,2.96,1.46,2.96,1.71,2.65,1.47
32,Halle,Halle Open,16/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Giron M.,Struff J.L.,75,45,945,1455,6,7,6,3,6,4,,,,,2,1,Completed,3.2,1.36,3.22,1.4,3.46,1.4,3.12,1.35
32,Halle,Halle Open,17/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Korda S.,Nishikori K.,52,57,1187,1138,2,6,6,3,7,5,,,,,2,1,Completed,1.72,2.1,1.81,2.12,1.83,2.25,1.74,2.09
32,Halle,Halle Open,17/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Harris L.,Lacko L.,51,214,1198,319,6,3,7,6,,,,,,,2,0,Completed,1.28,3.75,1.24,4.6,1.32,4.6,1.26,3.84
32,Halle,Halle Open,17/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Humbert U.,Zverev A.,31,6,1815,7350,7,6,3,6,6,3,,,,,2,1,Completed,3,1.4,3.06,1.43,3.1,1.5,2.89,1.41
32,Halle,Halle Open,17/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Basilashvili N.,Rinderknech A.,30,119,1820,677,6,2,7,5,,,,,,,2,0,Completed,2.1,1.72,2.23,1.74,2.25,1.8,2.13,1.7
32,Halle,Halle Open,18/06/2021,ATP500,Outdoor,Grass,Quarterfinals,3,Rublev A.,Kohlschreiber P.,7,128,5910,617,7,6,6,2,,,,,,,2,0,Completed,1.28,3.75,1.29,3.98,1.3,4.12,1.27,3.67
32,Halle,Halle Open,18/06/2021,ATP500,Outdoor,Grass,Quarterfinals,3,Basilashvili N.,Harris L.,30,51,1820,1198,6,4,7,6,,,,,,,2,0,Completed,2.3,1.61,2.31,1.69,2.4,1.69,2.27,1.63
32,Halle,Halle Open,18/06/2021,ATP500,Outdoor,Grass,Quarterfinals,3,Auger-Aliassime F.,Giron M.,21,75,2423,945,6,3,6,2,,,,,,,2,0,Completed,1.28,3.75,1.29,4.06,1.34,4.2,1.26,3.82
32,Halle,Halle Open,18/06/2021,ATP500,Outdoor,Grass,Quarterfinals,3,Humbert U.,Korda S.,31,52,1815,1187,6,2,6,7,6,4,,,,,2,1,Completed,1.66,2.2,1.76,2.19,1.77,2.38,1.67,2.19
32,Halle,Halle Open,19/06/2021,ATP500,Outdoor,Grass,Semifinals,3,Rublev A.,Basilashvili N.,7,30,5910,1820,6,1,3,6,6,3,,,,,2,1,Completed,1.22,4.33,1.25,4.46,1.29,4.46,1.24,4.01
32,Halle,Halle Open,19/06/2021,ATP500,Outdoor,Grass,Semifinals,3,Humbert U.,Auger-Aliassime F.,31,21,1815,2423,6,4,3,6,7,6,,,,,2,1,Completed,2.3,1.61,2.41,1.64,2.57,1.68,2.32,1.61
32,Halle,Halle Open,20/06/2021,ATP500,Outdoor,Grass,The Final,3,Humbert U.,Rublev A.,31,7,1815,5910,6,3,7,6,,,,,,,2,0,Completed,3,1.4,3.09,1.43,3.15,1.51,2.92,1.4
33,Queens Club,Queen's Club Championships,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Draper J.,Sinner J.,309,23,168,2320,7,6,7,6,,,,,,,2,0,Completed,6,1.12,7.8,1.11,8.26,1.16,6.88,1.1
33,Queens Club,Queen's Club Championships,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Millman J.,Opelka R.,43,32,1496,1806,7,6,5,7,7,6,,,,,2,1,Completed,3.2,1.36,3.05,1.43,3.45,1.43,3.11,1.36
33,Queens Club,Queen's Club Championships,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Norrie C.,Ramos-Vinolas A.,41,38,1510,1595,4,6,6,3,6,4,,,,,2,1,Completed,1.3,3.5,1.36,3.41,1.38,4.04,1.31,3.41
33,Queens Club,Queen's Club Championships,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Mannarino A.,Broady L.,42,146,1501,499,6,4,6,4,,,,,,,2,0,Completed,1.57,2.37,1.67,2.33,1.72,2.6,1.59,2.33
33,Queens Club,Queen's Club Championships,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Lopez F.,Marchenko I.,64,155,1080,457,6,1,7,6,,,,,,,2,0,Completed,1.4,3,1.38,3.26,1.44,3.4,1.37,3.07
33,Queens Club,Queen's Club Championships,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Troicki V.,Sonego L.,230,26,294,2042,6,4,6,4,,,,,,,2,0,Completed,2.37,1.57,2.41,1.63,2.7,1.63,2.41,1.57
33,Queens Club,Queen's Club Championships,14/06/2021,ATP500,Outdoor,Grass,1st Round,3,Karatsev A.,Tabilo A.,24,171,2274,418,3,6,6,4,6,2,,,,,2,1,Completed,1.2,4.5,1.23,4.69,1.25,5.25,1.2,4.44
33,Queens Club,Queen's Club Championships,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Berrettini M.,Travaglia S.,9,88,4103,870,7,6,7,6,,,,,,,2,0,Completed,1.2,4.5,1.2,5.11,1.22,5.45,1.2,4.5
33,Queens Club,Queen's Club Championships,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Bublik A.,Chardy J.,39,59,1591,1133,6,4,3,6,6,3,,,,,2,1,Completed,2.1,1.72,2.15,1.77,2.2,1.89,2.09,1.73
33,Queens Club,Queen's Club Championships,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,De Minaur A.,Djere L.,22,55,2350,1168,3,6,6,3,6,4,,,,,2,1,Completed,1.1,7,1.1,8.27,1.12,9.17,1.09,7.19
33,Queens Club,Queen's Club Championships,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Evans D.,Popyrin A.,25,67,2106,1019,6,4,6,4,,,,,,,2,0,Completed,1.5,2.62,1.56,2.59,1.62,2.64,1.53,2.49
33,Queens Club,Queen's Club Championships,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Tiafoe F.,Bedene A.,65,60,1078,1121,4,6,6,3,6,4,,,,,2,1,Completed,1.53,2.5,1.62,2.43,1.67,2.63,1.56,2.41
33,Queens Club,Queen's Club Championships,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Murray A.,Paire B.,124,46,640,1387,6,3,6,2,,,,,,,2,0,Completed,1.53,2.5,1.54,2.63,1.66,2.7,1.52,2.5
33,Queens Club,Queen's Club Championships,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Fognini F.,Lu Y.,29,624,1843,45,6,4,7,6,,,,,,,2,0,Completed,1.3,3.5,1.33,3.62,1.34,3.7,1.31,3.41
33,Queens Club,Queen's Club Championships,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Shapovalov D.,Vukic A.,14,207,2780,327,7,6,7,6,,,,,,,2,0,Completed,1.14,5.5,1.15,6.16,1.18,6.16,1.15,5.24
33,Queens Club,Queen's Club Championships,15/06/2021,ATP500,Outdoor,Grass,1st Round,3,Cilic M.,Ofner S.,37,174,1615,409,6,2,6,7,7,6,,,,,2,1,Completed,1.12,6,1.13,7.06,1.14,7.5,1.11,6.3
33,Queens Club,Queen's Club Championships,16/06/2021,ATP500,Outdoor,Grass,2nd Round,3,De Minaur A.,Millman J.,22,43,2350,1496,6,1,6,3,,,,,,,2,0,Completed,1.33,3.4,1.35,3.53,1.38,3.7,1.32,3.34
33,Queens Club,Queen's Club Championships,16/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Norrie C.,Karatsev A.,41,24,1510,2274,7,5,6,2,,,,,,,2,0,Completed,2,1.8,2.15,1.79,2.2,1.81,2.07,1.74
33,Queens Club,Queen's Club Championships,16/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Draper J.,Bublik A.,309,39,168,1591,7,6,7,6,,,,,,,2,0,Completed,2.62,1.5,2.67,1.54,2.91,1.55,2.58,1.5
33,Queens Club,Queen's Club Championships,16/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Cilic M.,Fognini F.,37,29,1615,1843,6,3,7,6,,,,,,,2,0,Completed,1.25,4,1.3,3.9,1.3,4.51,1.25,3.83
33,Queens Club,Queen's Club Championships,17/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Evans D.,Mannarino A.,25,42,2106,1501,6,4,7,6,,,,,,,2,0,Completed,1.53,2.5,1.62,2.46,1.62,2.6,1.55,2.42
33,Queens Club,Queen's Club Championships,17/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Berrettini M.,Murray A.,9,124,4103,640,6,3,6,3,,,,,,,2,0,Completed,1.33,3.4,1.38,3.35,1.38,3.53,1.33,3.23
33,Queens Club,Queen's Club Championships,17/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Shapovalov D.,Lopez F.,14,64,2780,1080,6,2,6,3,,,,,,,2,0,Completed,1.44,2.75,1.43,3.05,1.85,3.05,1.46,2.69
33,Queens Club,Queen's Club Championships,17/06/2021,ATP500,Outdoor,Grass,2nd Round,3,Tiafoe F.,Troicki V.,65,230,1078,294,6,3,7,6,,,,,,,2,0,Completed,1.44,2.75,1.45,2.98,1.5,3,1.44,2.74
33,Queens Club,Queen's Club Championships,18/06/2021,ATP500,Outdoor,Grass,Quarterfinals,3,Berrettini M.,Evans D.,9,25,4103,2106,7,6,6,3,,,,,,,2,0,Completed,1.4,3,1.46,2.95,1.48,3.12,1.4,2.89
33,Queens Club,Queen's Club Championships,18/06/2021,ATP500,Outdoor,Grass,Quarterfinals,3,De Minaur A.,Cilic M.,22,37,2350,1615,3,6,6,3,6,4,,,,,2,1,Completed,2,1.8,2.03,1.88,2.1,1.95,1.96,1.84
33,Queens Club,Queen's Club Championships,18/06/2021,ATP500,Outdoor,Grass,Quarterfinals,3,Norrie C.,Draper J.,41,309,1510,168,6,3,6,3,,,,,,,2,0,Completed,1.44,2.75,1.52,2.73,1.53,3.02,1.45,2.71
33,Queens Club,Queen's Club Championships,19/06/2021,ATP500,Outdoor,Grass,Quarterfinals,3,Shapovalov D.,Tiafoe F.,14,65,2780,1078,6,3,6,4,,,,,,,2,0,Completed,1.4,3,1.38,3.34,1.44,3.45,1.38,3
33,Queens Club,Queen's Club Championships,19/06/2021,ATP500,Outdoor,Grass,Semifinals,3,Berrettini M.,De Minaur A.,9,22,4103,2350,6,4,6,4,,,,,,,2,0,Completed,1.4,3,1.42,3.11,1.44,3.32,1.37,3.03
33,Queens Club,Queen's Club Championships,19/06/2021,ATP500,Outdoor,Grass,Semifinals,3,Norrie C.,Shapovalov D.,41,14,1510,2780,7,5,6,3,,,,,,,2,0,Completed,2.62,1.5,2.77,1.5,2.8,1.53,2.64,1.47
33,Queens Club,Queen's Club Championships,20/06/2021,ATP500,Outdoor,Grass,The Final,3,Berrettini M.,Norrie C.,9,41,4103,1510,6,4,6,7,6,3,,,,,2,1,Completed,1.28,3.75,1.3,3.89,1.34,4,1.28,3.65
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Gerasimov E.,Tsonga J.W.,72,83,937,880,6,3,6,4,,,,,,,2,0,Completed,2.37,1.57,2.33,1.67,2.4,1.71,2.27,1.62
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Popyrin A.,Gombos N.,67,94,1019,822,4,6,6,4,6,1,,,,,2,1,Completed,1.36,3.2,1.32,3.64,1.4,3.85,1.34,3.19
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Ivashka I.,Gray A.,87,1133,863,7,6,2,7,6,,,,,,,2,0,Completed,1.11,6.5,1.09,9.23,1.11,12,1.07,8.4
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Millman J.,Clarke J.,43,230,1521,301,6,3,6,2,,,,,,,2,0,Completed,1.28,3.75,1.29,3.95,1.3,3.95,1.27,3.65
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Bublik A.,Kukushkin M.,39,106,1616,740,6,1,6,4,,,,,,,2,0,Completed,1.44,2.75,1.5,2.77,1.5,3,1.44,2.75
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Purcell M.,Duckworth J.,283,88,197,851,6,2,3,6,7,6,,,,,2,1,Completed,3,1.4,3.08,1.42,3.4,1.42,3.14,1.35
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Ruusuvuori E.,Ramos-Vinolas A.,79,40,911,1595,6,4,6,3,,,,,,,2,0,Completed,1.61,2.3,1.64,2.39,1.65,2.5,1.57,2.38
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Seppi A.,Nishioka Y.,95,57,822,1142,7,6,6,1,,,,,,,2,0,Completed,1.57,2.37,1.53,2.65,1.68,2.65,1.53,2.47
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Davidovich Fokina A.,Ymer M.,35,98,1723,796,7,5,6,1,,,,,,,2,0,Completed,1.72,2.1,1.72,2.22,1.75,2.25,1.7,2.12
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Fucsovics M.,Bedene A.,49,64,1344,1089,7,6,3,6,7,6,,,,,2,1,Completed,2,1.8,1.89,2,2,2.26,1.86,1.94
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Pospisil V.,Ward J.,66,340,1033,135,6,4,6,4,,,,,,,2,0,Completed,1.28,3.75,1.3,3.82,1.31,3.9,1.28,3.6
34,Eastbourne,Viking International,22/06/2021,ATP250,Outdoor,Grass,1st Round,3,Broady L.,Tiafoe F.,144,56,499,1148,6,3,7,6,,,,,,,2,0,Completed,4,1.25,4.14,1.27,4.15,1.3,3.8,1.26
34,Eastbourne,Viking International,23/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Purcell M.,Monfils G.,283,16,197,2568,6,4,5,7,6,4,,,,,2,1,Completed,2.75,1.44,3.15,1.41,3.2,1.46,2.92,1.4
34,Eastbourne,Viking International,23/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Bublik A.,Gerasimov E.,39,72,1616,937,6,2,6,2,,,,,,,2,0,Completed,1.4,3,1.46,2.96,1.46,3.12,1.41,2.88
34,Eastbourne,Viking International,23/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Seppi A.,Ruusuvuori E.,95,79,822,911,6,2,6,3,,,,,,,2,0,Completed,2.1,1.72,2.19,1.76,2.3,1.81,2.16,1.68
34,Eastbourne,Viking International,23/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Sonego L.,Millman J.,27,43,2042,1521,6,4,6,2,,,,,,,2,0,Completed,1.8,2,1.92,1.99,1.92,2.05,1.83,1.96
34,Eastbourne,Viking International,23/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Ivashka I.,Popyrin A.,87,67,863,1019,6,7,7,5,6,3,,,,,2,1,Completed,1.8,2,1.93,1.98,2.04,2.05,1.86,1.93
34,Eastbourne,Viking International,23/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Pospisil V.,Davidovich Fokina A.,66,35,1033,1723,7,6,,,,,,,,,1,0,Retired,1.9,1.9,2.06,1.85,2.1,1.92,1.97,1.82
34,Eastbourne,Viking International,23/06/2021,ATP250,Outdoor,Grass,2nd Round,3,Kwon S.W.,Fucsovics M.,77,49,921,1344,7,6,6,7,6,3,,,,,2,1,Completed,2.37,1.57,2.44,1.63,2.85,1.65,2.38,1.57
34,Eastbourne,Viking International,23/06/2021,ATP250,Outdoor,Grass,2nd Round,3,De Minaur A.,Broady L.,18,144,2485,499,6,3,6,4,,,,,,,2,0,Completed,1.16,5,1.18,5.61,1.19,6,1.16,5.2
34,Eastbourne,Viking International,24/06/2021,ATP250,Outdoor,Grass,Quarterfinals,3,Sonego L.,Bublik A.,27,39,2042,1616,6,1,7,5,,,,,,,2,0,Completed,2,1.8,2.15,1.79,2.21,1.86,2.05,1.76
