WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
30,London,Wimbledon,27/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Linette M.,Contreras Gomez F.,65,191,956,351,6,1,6,4,,,2,0,Completed,1.14,5.5,1.19,5.24,1.2,6.7,1.16,5.22
30,London,Wimbledon,27/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Udvardy P.,Zidansek T.,100,60,688,1062,6,4,7,6,,,2,0,Completed,4.5,1.2,4.6,1.23,4.75,1.25,4.36,1.21
30,London,Wimbledon,27/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Kerber A.,Mladenovic K.,19,120,2199,556,6,0,7,5,,,2,0,Completed,1.1,7,1.11,7.97,1.11,8.6,1.09,7.39
30,London,Wimbledon,27/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Begu I.,Gorgodze E.,43,114,1234,580,6,4,6,1,,,2,0,Completed,1.1,7,1.13,6.79,1.13,7.5,1.12,6.37
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Sakkari M.,Hives Z.,5,571,4205,71,6,1,6,4,,,2,0,Completed,1.02,19,1.04,14.35,1.04,21,1.02,14.45
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Tomova V.,Saville D.,112,98,603,708,7,5,3,6,7,5,2,1,Completed,2.5,1.53,2.71,1.52,2.71,1.57,2.55,1.52
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Cornet A.,Putintseva Y.,37,33,1311,1420,6,3,7,6,,,2,0,Completed,1.72,2.1,1.69,2.29,1.83,2.4,1.69,2.18
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Liu C.,Parrizas Diaz N.,75,51,854,1162,7,5,6,3,,,2,0,Completed,1.66,2.2,1.75,2.19,1.8,2.35,1.68,2.18
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Golubic V.,Petkovic A.,58,57,1062,1082,6,4,6,3,,,2,0,Completed,1.57,2.37,1.59,2.5,1.67,2.55,1.58,2.38
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Harrison Ca.,Rus A.,262,86,266,782,6,1,6,4,,,2,0,Completed,3.4,1.33,3.62,1.34,3.75,1.38,3.47,1.31
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Kostyuk M.,Swan K.,76,184,845,358,4,6,6,4,6,4,2,1,Completed,1.4,3,1.45,2.95,1.45,3.2,1.42,2.89
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Ostapenko J.,Dodin O.,17,85,2431,788,6,4,6,4,,,2,0,Completed,1.12,6,1.15,6.16,1.18,6.7,1.15,5.61
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Wickmayer Y.,Zhu L.,606,99,63,695,6,4,6,2,,,2,0,Completed,1.66,2.2,1.59,2.51,1.8,2.6,1.62,2.32
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Zhang S.,Doi M.,41,108,1240,635,6,4,6,0,,,2,0,Completed,1.14,5.5,1.18,5.55,1.18,6.05,1.15,5.37
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Buzarnescu M.,Schunk N.,127,154,507,417,6,4,6,2,,,2,0,Completed,2.5,1.53,2.35,1.65,2.55,1.66,2.39,1.58
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Krejcikova B.,Zanevska M.,14,68,2593,921,7,6,6,3,,,2,0,Completed,1.2,4.5,1.22,4.85,1.25,5,1.2,4.59
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Pattinama Kerkhove L.,Kartal S.,138,226,444,308,6,4,3,6,6,1,2,1,Completed,3,1.4,2.98,1.43,3.4,1.53,2.81,1.44
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Davis L.,Brengle M.,102,59,673,1062,6,2,7,5,,,2,0,Completed,1.72,2.1,1.74,2.2,1.8,2.2,1.73,2.11
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Gauff C.,Ruse E.G.,12,54,2886,1127,2,6,6,3,7,5,2,1,Completed,1.08,8,1.12,7.28,1.12,9,1.1,7.12
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Wang Q.,Bencic B.,140,16,442,2585,6,4,5,7,6,2,2,1,Completed,4.33,1.22,4.79,1.22,5,1.23,4.53,1.2
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Tomljanovic A.,Teichmann J.,44,22,1221,2023,6,2,6,3,,,2,0,Completed,1.5,2.62,1.49,2.79,1.67,2.85,1.49,2.64
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Swiatek I.,Fett J.,1,252,8576,276,6,0,6,3,,,2,0,Completed,1.01,21,1.03,16.28,1.06,21,1.02,15.63
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Maria T.,Sharma A.,103,136,654,461,4,6,6,3,6,4,2,1,Completed,1.44,2.75,1.46,2.92,1.46,2.95,1.44,2.81
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Badosa P.,Chirico L.,4,236,4245,296,6,2,6,1,,,2,0,Completed,1.1,7,1.13,6.86,1.16,8.5,1.11,6.76
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Anisimova A.,Yuan Y.,25,152,1840,418,6,3,6,4,,,2,0,Completed,,,,,,,,
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Flipkens K.,Fourlis J.,190,150,351,420,7,5,6,2,,,2,0,Completed,1.4,3,1.46,2.92,1.67,3.2,1.4,2.95
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Bogdan A.,Yastremska D.,111,74,610,856,6,2,6,2,,,2,0,Completed,2.62,1.5,2.61,1.55,2.73,1.58,2.56,1.51
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Watson H.,Korpatsch T.,121,110,541,616,6,7,7,5,6,2,2,1,Completed,1.4,3,1.44,3,1.45,3.15,1.42,2.9
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Bara I.,Paquet C.,122,106,537,641,6,2,6,4,,,2,0,Completed,2.2,1.66,2.2,1.74,2.26,1.76,2.16,1.7
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Kvitova P.,Paolini J.,26,72,1795,884,2,6,6,4,6,2,2,1,Completed,1.04,13,1.04,13.98,1.05,15,1.03,11.94
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Halep S.,Muchova K.,18,81,2315,808,6,3,6,2,,,2,0,Completed,1.28,3.75,1.39,3.22,1.39,4.25,1.32,3.39
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Sorribes Tormo S.,Mchale C.,45,261,1221,266,6,2,6,1,,,2,0,Completed,1.25,4,1.29,3.91,1.29,4.35,1.25,3.89
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Frech M.,Giorgi C.,92,27,746,1787,7,6,6,1,,,2,0,Completed,3.5,1.3,3.96,1.29,4.15,1.32,3.58,1.29
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Rybakina E.,Vandeweghe C.,23,157,1990,409,7,6,7,5,,,2,0,Completed,1.28,3.75,1.29,3.93,1.31,4.15,1.27,3.79
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Andreescu B.,Bektas E.,56,224,1092,310,6,1,6,3,,,2,0,Completed,1.05,11,1.06,11.87,1.06,13,1.05,10.45
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Schmiedlova A.,Peterson R.,84,96,791,711,7,5,0,6,6,3,2,1,Completed,2.2,1.66,2.13,1.79,2.23,1.8,2.13,1.72
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Tan H.,Williams S.,115,1204,575,10,7,5,1,6,7,6,2,1,Completed,3.75,1.28,3.72,1.31,3.75,1.35,3.56,1.3
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Zheng Q.,Stephens S.,52,48,1153,1190,7,6,7,5,,,2,0,Completed,2.2,1.66,2.28,1.69,2.29,1.8,2.19,1.68
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Kucova K.,Pigossi L.,91,124,750,517,7,5,6,0,,,2,0,Completed,1.5,2.62,1.6,2.48,1.66,2.77,1.54,2.49
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Boulter K.,Burel C.,118,95,557,713,7,5,6,3,,,2,0,Completed,1.16,5,1.22,4.81,1.27,5.2,1.19,4.62
30,London,Wimbledon,28/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Martic P.,Rogers S.,80,39,815,1296,6,2,7,6,,,2,0,Completed,2.37,1.57,2.45,1.61,2.6,1.62,2.39,1.58
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Pliskova Ka.,Martincova T.,7,61,3777,1050,7,6,7,5,,,2,0,Completed,1.36,3.2,1.37,3.35,1.42,3.35,1.36,3.06
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Pegula J.,Vekic D.,9,82,3156,795,6,3,7,6,,,2,0,Completed,1.66,2.2,1.69,2.29,1.7,2.35,1.66,2.23
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Dart H.,Masarova R.,94,146,735,429,6,1,6,4,,,2,0,Completed,1.2,4.5,1.25,4.4,1.25,5.24,1.2,4.49
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,1st Round,3,Minnen G.,Muguruza G.,88,10,764,3015,6,4,6,0,,,2,0,Completed,4.5,1.2,4.46,1.24,4.8,1.25,4.38,1.21
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Tsurenko L.,Kalinina A.,101,34,687,1417,3,6,6,4,6,3,2,1,Completed,2.2,1.66,2.2,1.74,2.32,1.74,2.24,1.66
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Zhang S.,Kostyuk M.,41,76,1240,845,7,6,6,2,,,2,0,Completed,2,1.8,2.01,1.88,2.05,1.98,1.96,1.84
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Niemeier J.,Kontaveit A.,97,3,709,4306,6,4,6,0,,,2,0,Completed,2.75,1.44,2.89,1.46,2.9,1.53,2.74,1.46
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Maria T.,Cirstea S.,103,32,654,1430,6,3,1,6,7,5,2,1,Completed,2.62,1.5,2.76,1.5,3,1.51,2.7,1.47
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Ostapenko J.,Wickmayer Y.,17,606,2431,63,6,2,6,2,,,2,0,Completed,1.2,4.5,1.17,5.76,1.22,8,1.17,5.21
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Bouzkova M.,Li A.,66,67,940,922,6,0,6,3,,,2,0,Completed,1.61,2.3,1.56,2.58,1.65,2.65,1.56,2.43
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Garcia C.,Raducanu E.,55,11,1105,2952,6,3,6,3,,,2,0,Completed,2.2,1.66,2.34,1.66,2.35,1.7,2.26,1.64
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Kerber A.,Linette M.,19,65,2199,956,6,3,6,3,,,2,0,Completed,1.33,3.4,1.33,3.63,1.35,3.63,1.32,3.38
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Parry D.,Hontama M.,77,139,841,444,6,3,6,2,,,2,0,Completed,1.61,2.3,1.61,2.46,1.67,2.49,1.6,2.36
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Riske A.,Chwalinska M.,36,170,1381,384,3,6,6,1,6,0,2,1,Completed,1.16,5,1.19,5.37,1.21,5.5,1.17,5.06
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Begu I.,Cocciaretto E.,43,119,1234,557,6,4,6,4,,,2,0,Completed,1.44,2.75,1.44,2.98,1.53,3,1.43,2.81
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Sakkari M.,Tomova V.,5,112,4205,603,6,4,6,3,,,2,0,Completed,1.14,5.5,1.15,6.14,1.2,6.5,1.14,5.84
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Jabeur O.,Kawa K.,2,132,4340,490,6,4,6,0,,,2,0,Completed,1.04,13,1.03,17.54,1.07,19,1.03,13.99
30,London,Wimbledon,29/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Juvan K.,Galfi D.,62,89,1040,762,7,5,6,3,,,2,0,Completed,1.53,2.5,1.52,2.71,1.57,2.9,1.5,2.61
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Cornet A.,Liu C.,37,75,1311,854,6,3,6,3,,,2,0,Completed,1.5,2.62,1.55,2.61,1.57,2.68,1.52,2.54
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Tomljanovic A.,Harrison Ca.,44,262,1221,266,6,2,6,2,,,2,0,Completed,1.16,5,1.18,5.54,1.2,6,1.16,5.22
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Kvitova P.,Bogdan A.,26,111,1795,610,6,1,7,6,,,2,0,Completed,1.2,4.5,1.2,5.11,1.22,5.5,1.18,4.81
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Badosa P.,Bara I.,4,122,4245,537,6,3,6,2,,,2,0,Completed,1.07,9,1.07,10.91,1.08,13,1.06,9.65
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Zheng Q.,Minnen G.,52,88,1153,764,6,4,6,1,,,2,0,Completed,1.57,2.37,1.61,2.45,1.61,2.55,1.56,2.43
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Mertens E.,Udvardy P.,31,100,1615,688,3,6,7,6,7,5,2,1,Completed,1.08,8,1.12,7.21,1.12,8.75,1.09,7.5
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Rybakina E.,Andreescu B.,23,56,1990,1092,6,4,7,6,,,2,0,Completed,2.2,1.66,2.18,1.75,2.3,1.8,2.16,1.7
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Boulter K.,Pliskova Ka.,118,7,557,3777,3,6,7,6,6,4,2,1,Completed,2.37,1.57,2.46,1.61,2.51,1.71,2.37,1.59
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Watson H.,Wang Q.,121,140,541,442,7,5,6,4,,,2,0,Completed,2.37,1.57,2.48,1.6,2.6,1.67,2.4,1.58
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Tan H.,Sorribes Tormo S.,115,45,575,1221,6,3,6,4,,,2,0,Completed,4,1.25,3.67,1.32,4,1.37,3.63,1.29
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Krejcikova B.,Golubic V.,14,58,2593,1062,6,3,6,4,,,2,0,Completed,1.57,2.37,1.56,2.57,1.66,2.57,1.58,2.38
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Pegula J.,Dart H.,9,94,3156,735,4,6,6,3,6,1,2,1,Completed,1.28,3.75,1.29,3.96,1.33,4.05,1.28,3.67
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Martic P.,Kucova K.,80,91,815,750,7,6,6,3,,,2,0,Completed,1.22,4.33,1.21,4.87,1.22,5.45,1.2,4.59
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Frech M.,Schmiedlova A.,92,84,746,791,6,4,6,4,,,2,0,Completed,1.44,2.75,1.42,3.08,1.51,3.1,1.42,2.88
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Swiatek I.,Pattinama Kerkhove L.,1,138,8576,444,6,4,4,6,6,3,2,1,Completed,1.01,26,1.02,21.79,1.03,34,1.01,19.81
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Anisimova A.,Davis L.,25,102,1840,673,2,6,6,3,6,4,2,1,Completed,1.25,4,1.29,3.96,1.3,4.33,1.27,3.83
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Halep S.,Flipkens K.,18,190,2315,351,7,5,6,4,,,2,0,Completed,1.11,6.5,1.13,6.89,1.16,7.5,1.11,6.65
30,London,Wimbledon,30/06/2022,Grand Slam,Outdoor,Grass,2nd Round,3,Gauff C.,Buzarnescu M.,12,127,2886,507,6,2,6,3,,,2,0,Completed,1.08,8,1.1,8.23,1.11,9,1.08,7.92
30,London,Wimbledon,01/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Ostapenko J.,Begu I.,17,43,2431,1234,3,6,6,1,6,1,2,1,Completed,1.22,4.33,1.22,4.7,1.29,4.7,1.22,4.34
30,London,Wimbledon,01/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Niemeier J.,Tsurenko L.,97,101,709,687,6,4,3,6,6,3,2,1,Completed,1.66,2.2,1.58,2.51,1.69,2.51,1.62,2.3
30,London,Wimbledon,01/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Watson H.,Juvan K.,121,62,541,1040,7,6,6,2,,,2,0,Completed,2.62,1.5,2.7,1.52,2.85,1.52,2.65,1.49
30,London,Wimbledon,01/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Jabeur O.,Parry D.,2,77,4340,841,6,2,6,3,,,2,0,Completed,1.07,9,1.07,10.53,1.09,10.53,1.07,9.05
30,London,Wimbledon,01/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Maria T.,Sakkari M.,103,5,654,4205,6,3,7,5,,,2,0,Completed,5,1.16,5.36,1.19,5.6,1.2,5.11,1.17
30,London,Wimbledon,01/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Mertens E.,Kerber A.,31,19,1615,2199,6,4,7,5,,,2,0,Completed,3.4,1.33,3.48,1.35,3.58,1.37,3.35,1.33
30,London,Wimbledon,01/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Bouzkova M.,Riske A.,66,36,940,1381,6,2,6,3,,,2,0,Completed,2.2,1.66,2.3,1.68,2.4,1.75,2.19,1.68
30,London,Wimbledon,01/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Garcia C.,Zhang S.,55,41,1105,1240,7,6,7,6,,,2,0,Completed,1.72,2.1,1.76,2.16,1.85,2.25,1.73,2.11
30,London,Wimbledon,02/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Tomljanovic A.,Krejcikova B.,44,14,1221,2593,2,6,6,4,6,3,2,1,Completed,2.1,1.72,2.19,1.75,2.25,1.8,2.14,1.72
30,London,Wimbledon,02/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Tan H.,Boulter K.,115,118,575,557,6,1,6,1,,,2,0,Completed,3,1.4,3.57,1.34,3.82,1.46,3.12,1.37
30,London,Wimbledon,02/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Anisimova A.,Gauff C.,25,12,1840,2886,6,7,6,2,6,1,2,1,Completed,3,1.4,3.14,1.41,3.3,1.44,3.02,1.39
30,London,Wimbledon,02/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Halep S.,Frech M.,18,92,2315,746,6,4,6,1,,,2,0,Completed,1.08,8,1.1,8.31,1.1,9.25,1.08,7.89
30,London,Wimbledon,02/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Rybakina E.,Zheng Q.,23,52,1990,1153,7,6,7,5,,,2,0,Completed,1.53,2.5,1.53,2.66,1.57,2.79,1.51,2.59
30,London,Wimbledon,02/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Cornet A.,Swiatek I.,37,1,1311,8576,6,4,6,2,,,2,0,Completed,5,1.16,5.27,1.19,5.5,1.24,4.94,1.18
30,London,Wimbledon,02/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Badosa P.,Kvitova P.,4,26,4245,1795,7,5,7,6,,,2,0,Completed,2.2,1.66,2.4,1.63,2.4,1.75,2.26,1.65
30,London,Wimbledon,02/07/2022,Grand Slam,Outdoor,Grass,3rd Round,3,Martic P.,Pegula J.,80,9,815,3156,6,2,7,6,,,2,0,Completed,3.2,1.36,3.06,1.41,3.2,1.57,3.03,1.39
30,London,Wimbledon,03/07/2022,Grand Slam,Outdoor,Grass,4th Round,3,Bouzkova M.,Garcia C.,66,55,940,1105,7,5,6,2,,,2,0,Completed,1.8,2,1.81,2.11,1.94,2.2,1.79,2.04
30,London,Wimbledon,03/07/2022,Grand Slam,Outdoor,Grass,4th Round,3,Maria T.,Ostapenko J.,103,17,654,2431,5,7,7,5,7,5,2,1,Completed,4.5,1.2,4.75,1.23,5.25,1.25,4.47,1.21
30,London,Wimbledon,03/07/2022,Grand Slam,Outdoor,Grass,4th Round,3,Niemeier J.,Watson H.,97,121,709,541,6,2,6,4,,,2,0,Completed,1.53,2.5,1.58,2.54,1.58,2.65,1.53,2.53
30,London,Wimbledon,03/07/2022,Grand Slam,Outdoor,Grass,4th Round,3,Jabeur O.,Mertens E.,2,31,4340,1615,7,6,6,4,,,2,0,Completed,1.16,5,1.2,5.19,1.22,5.65,1.18,4.98
30,London,Wimbledon,04/07/2022,Grand Slam,Outdoor,Grass,4th Round,3,Rybakina E.,Martic P.,23,80,1990,815,7,5,6,3,,,2,0,Completed,1.44,2.75,1.46,2.95,1.52,2.95,1.47,2.72
30,London,Wimbledon,04/07/2022,Grand Slam,Outdoor,Grass,4th Round,3,Tomljanovic A.,Cornet A.,44,37,1221,1311,4,6,6,4,6,3,2,1,Completed,2.1,1.72,1.98,1.93,2.16,1.93,2.04,1.78
